state,district,crop,soil_type,water_source,sowing_month,avg_temp,rainfall,yield_per_acre,market_price
Maharashtra,Nashik,Maize,Sandy,Tank,8,26,157,2.39,1811
Karnataka,Bangalore Urban,Maize,Black,Rain-fed,6,21,207,3.17,2368
Karnataka,Mysore,Coconut,Black,Borewell,6,29,251,65.84,27
Maharashtra,Nagpur,Maize,Clay,Rain-fed,12,38,25,1.59,2051
Maharashtra,Pune,Tomato,Alluvial,Rain-fed,11,18,201,11.5,2296
Karnataka,Haveri,Maize,Sandy Loam,Tank,6,16,234,2.41,2015
Tamil Nadu,Coimbatore,Coconut,Laterite,Canal,11,23,62,60.02,35
Maharashtra,Nashik,Maize,Loamy,Tank,1,38,294,2.03,2058
Tamil Nadu,Salem,Maize,Sandy Loam,River,6,24,194,3.19,1462
Maharashtra,Nashik,Wheat,Sandy,Tank,7,33,265,0.62,2047
Tamil Nadu,Madurai,Rice,Sandy Loam,River,6,32,70,1.99,2042
Karnataka,Mandya,Wheat,Black,Tank,11,13,227,1.55,2927
Karnataka,Mandya,Wheat,Red,Canal,1,21,294,1.54,2467
Karnataka,Mandya,Onion,Laterite,Tank,10,29,85,6.25,2950
Karnataka,Haveri,Chilli,Red,Borewell,8,35,175,1.45,17542
Tamil Nadu,Chennai,Onion,Black,Canal,9,32,29,6.94,1887
Maharashtra,Thane,Tomato,Loamy,Canal,1,38,119,7.9,2654
Maharashtra,Thane,Chilli,Black,Borewell,11,19,231,1.79,16070
Tamil Nadu,Salem,Maize,Clay,River,1,21,49,2.91,2045
Maharashtra,Nashik,Rice,Alluvial,Rain-fed,8,25,127,2.78,1980
Maharashtra,Nagpur,Chilli,Alluvial,Canal,6,16,157,1.39,11796
Maharashtra,Thane,Chilli,Clay,Canal,8,14,297,1.27,13575
Karnataka,Dharwad,Onion,Laterite,Borewell,3,13,115,7.05,2636
Tamil Nadu,Madurai,Chilli,Sandy,Canal,12,35,221,1.3,15357
Karnataka,Mysore,Tomato,Sandy,Borewell,1,29,126,9.68,2613
Karnataka,Haveri,Tomato,Black,Tank,4,26,278,12.76,2934
Karnataka,Mysore,Coconut,Black,Rain-fed,10,32,140,60.49,39
Tamil Nadu,Chennai,Wheat,Black,Rain-fed,8,23,59,1.16,1984
Tamil Nadu,Chennai,Coconut,Laterite,Rain-fed,11,35,204,51.7,32
Tamil Nadu,Madurai,Potato,Black,Borewell,4,33,73,13.16,1641
Karnataka,Belagavi,Wheat,Sandy Loam,Borewell,7,12,215,1.68,2375
Tamil Nadu,Salem,Maize,Clay,Canal,4,14,121,2.59,1708
Tamil Nadu,Salem,Potato,Sandy Loam,Borewell,1,17,263,17.42,1580
Tamil Nadu,Coimbatore,Maize,Loamy,Borewell,5,16,28,2.68,1913
Tamil Nadu,Madurai,Wheat,Alluvial,Tank,3,14,276,1.7,2173
Karnataka,Bangalore Urban,Rice,Alluvial,Tank,6,20,120,2.44,2420
Tamil Nadu,Madurai,Wheat,Red,Canal,6,20,229,1.53,2115
Maharashtra,Thane,Tomato,Alluvial,Rain-fed,1,33,293,10.13,2024
Karnataka,Mandya,Maize,Sandy Loam,Canal,5,35,82,2.14,2194
Maharashtra,Pune,Coconut,Red,River,11,26,149,60.42,36
Tamil Nadu,Madurai,Wheat,Black,River,5,35,177,0.72,2098
Maharashtra,Nagpur,Chilli,Sandy,Borewell,6,28,184,1.52,11217
Maharashtra,Pune,Wheat,Clay,Canal,12,31,61,0.89,2574
Maharashtra,Nashik,Tomato,Black,Canal,12,35,208,9.36,2288
Karnataka,Haveri,Coconut,Loamy,River,12,19,161,44.27,43
Karnataka,Dharwad,Maize,Clay,Rain-fed,8,35,124,2.06,2007
Karnataka,Belagavi,Coconut,Red,Rain-fed,7,32,119,56.17,34
Maharashtra,Pune,Tomato,Alluvial,Tank,4,19,27,10.79,2093
Tamil Nadu,Madurai,Maize,Black,Tank,8,22,239,3.28,1632
Tamil Nadu,Chennai,Chilli,Sandy Loam,Canal,7,38,71,1.16,10962
Maharashtra,Nashik,Wheat,Sandy Loam,Canal,8,29,25,0.98,2285
Karnataka,Bangalore Urban,Coconut,Red,River,8,38,37,39.43,38
Maharashtra,Nagpur,Potato,Loamy,River,10,33,69,11.52,1751
Tamil Nadu,Chennai,Tomato,Red,Borewell,12,30,47,11.07,2385
Maharashtra,Thane,Wheat,Loamy,Canal,1,21,158,1.65,2060
Karnataka,Dharwad,Rice,Alluvial,Canal,8,34,135,2.16,2193
Tamil Nadu,Chennai,Maize,Red,Borewell,2,31,146,2.69,1593
Maharashtra,Pune,Tomato,Sandy Loam,Borewell,4,13,180,9.43,2323
Karnataka,Belagavi,Potato,Sandy,River,4,35,159,7.02,1768
Maharashtra,Thane,Maize,Red,Borewell,5,12,193,2.16,1729
Maharashtra,Thane,Tomato,Black,River,1,26,212,13.07,2526
Karnataka,Bangalore Urban,Onion,Red,Tank,8,17,223,8.02,2376
Tamil Nadu,Coimbatore,Rice,Sandy,Canal,7,19,231,1.9,1807
Karnataka,Bangalore Urban,Potato,Loamy,Rain-fed,5,31,155,12.93,1986
Karnataka,Belagavi,Potato,Clay,Rain-fed,8,20,190,16.55,2099
Maharashtra,Thane,Potato,Alluvial,Tank,2,29,38,13.97,1617
Karnataka,Mysore,Coconut,Laterite,Tank,11,18,217,42.54,33
Karnataka,Mandya,Tomato,Alluvial,Rain-fed,7,19,27,9.17,2798
Tamil Nadu,Madurai,Chilli,Black,Rain-fed,7,32,145,1.51,13265
Tamil Nadu,Chennai,Tomato,Red,Rain-fed,5,19,95,10.36,2440
Karnataka,Mandya,Onion,Clay,Canal,10,34,122,5.39,2452
Tamil Nadu,Madurai,Onion,Clay,Tank,11,36,249,4.77,2587
Maharashtra,Nashik,Potato,Red,River,2,20,94,17.42,1949
Karnataka,Dharwad,Wheat,Sandy,Borewell,1,25,218,1.01,2672
Tamil Nadu,Chennai,Coconut,Alluvial,Tank,11,37,133,45.98,35
Maharashtra,Nashik,Coconut,Black,Borewell,7,12,151,38.05,28
Maharashtra,Pune,Rice,Alluvial,River,8,21,73,2.29,1792
Tamil Nadu,Coimbatore,Potato,Black,Tank,8,18,91,19.26,1938
Karnataka,Dharwad,Chilli,Black,Tank,4,19,276,1.64,17238
Tamil Nadu,Coimbatore,Coconut,Sandy Loam,Canal,5,31,248,61.97,23
Karnataka,Dharwad,Maize,Loamy,Borewell,1,30,26,2.99,2023
Karnataka,Mysore,Onion,Alluvial,Borewell,8,27,121,8.5,2326
Tamil Nadu,Salem,Potato,Laterite,Tank,8,16,109,15.84,1937
Maharashtra,Nashik,Coconut,Clay,Canal,9,12,172,31.62,31
Maharashtra,Thane,Onion,Sandy Loam,Rain-fed,11,15,245,7.03,2404
Karnataka,Belagavi,Wheat,Alluvial,Canal,4,23,160,1.48,2417
Karnataka,Mandya,Rice,Sandy Loam,Canal,12,36,276,1.6,3044
Karnataka,Haveri,Onion,Alluvial,Borewell,2,25,96,8.57,2766
Maharashtra,Nashik,Tomato,Clay,Tank,3,37,264,7.11,2224
Maharashtra,Thane,Onion,Red,River,11,20,179,8.78,2124
Karnataka,Haveri,Tomato,Loamy,Canal,5,28,248,12.09,2833
Karnataka,Mandya,Chilli,Red,River,3,37,242,1.17,17222
Karnataka,Mysore,Maize,Laterite,Canal,5,13,50,2.55,2102
Tamil Nadu,Coimbatore,Wheat,Sandy Loam,Canal,3,31,287,0.83,1835
Tamil Nadu,Salem,Onion,Black,Borewell,5,23,179,9.93,1857
Maharashtra,Nashik,Rice,Loamy,Canal,10,24,225,2.8,2507
Tamil Nadu,Madurai,Onion,Black,River,9,13,51,7.62,2063
Maharashtra,Nagpur,Rice,Clay,Canal,8,30,151,2.19,1845
Karnataka,Belagavi,Chilli,Clay,Canal,11,14,215,1.27,18162
Tamil Nadu,Chennai,Wheat,Sandy,Borewell,5,17,35,1.43,1772
Tamil Nadu,Coimbatore,Wheat,Sandy,Rain-fed,7,36,202,0.52,2136
Tamil Nadu,Salem,Wheat,Sandy,Rain-fed,2,26,179,0.93,2333
Maharashtra,Nagpur,Coconut,Alluvial,River,12,18,208,48.54,34
Maharashtra,Nashik,Chilli,Loamy,Canal,3,23,70,1.98,11716
Karnataka,Belagavi,Tomato,Black,Tank,11,21,36,11.51,3130
Maharashtra,Nagpur,Wheat,Black,River,9,26,224,1.22,1950
Maharashtra,Pune,Tomato,Sandy,River,7,20,72,9.09,2456
Maharashtra,Thane,Chilli,Loamy,Tank,7,17,262,1.39,11487
Tamil Nadu,Madurai,Rice,Loamy,Tank,12,30,244,2.09,2508
Tamil Nadu,Madurai,Onion,Clay,Borewell,11,26,172,7.61,2313
Karnataka,Mysore,Potato,Red,Rain-fed,3,31,228,10.7,2219
Tamil Nadu,Madurai,Maize,Black,Tank,11,38,135,2.02,1873
Tamil Nadu,Salem,Maize,Sandy,Rain-fed,2,26,87,2.4,1671
Tamil Nadu,Coimbatore,Onion,Red,Canal,1,23,88,9.52,2006
Karnataka,Bangalore Urban,Chilli,Loamy,Borewell,9,21,71,1.9,13708
Tamil Nadu,Chennai,Wheat,Black,River,1,17,171,1.65,1883
Tamil Nadu,Coimbatore,Onion,Red,Tank,3,32,268,5.21,2351
Karnataka,Mandya,Coconut,Sandy,Borewell,9,32,145,53.52,34
Maharashtra,Pune,Potato,Laterite,Canal,8,33,268,10.05,1515
Tamil Nadu,Salem,Rice,Red,Rain-fed,4,17,158,1.75,2152
Tamil Nadu,Chennai,Rice,Sandy,Rain-fed,8,23,79,1.65,2231
Karnataka,Dharwad,Rice,Red,Borewell,6,16,204,2.1,2273
Karnataka,Mysore,Rice,Loamy,Tank,9,28,205,2.53,2774
Tamil Nadu,Salem,Coconut,Alluvial,Rain-fed,7,24,30,42.94,25
Tamil Nadu,Chennai,Tomato,Loamy,Tank,3,20,277,12.71,2470
Tamil Nadu,Salem,Onion,Loamy,Canal,1,35,277,5.91,2030
Tamil Nadu,Chennai,Coconut,Black,Rain-fed,11,13,154,37.58,32
Karnataka,Mysore,Wheat,Laterite,Rain-fed,10,36,125,0.63,3138
Karnataka,Mysore,Tomato,Loamy,Canal,1,25,57,13.25,3053
Tamil Nadu,Chennai,Wheat,Alluvial,Canal,8,28,172,1.21,2207
Tamil Nadu,Salem,Tomato,Laterite,River,8,20,295,9.95,2301
Maharashtra,Pune,Chilli,Alluvial,Tank,3,26,266,1.92,13288
Maharashtra,Nashik,Maize,Clay,Tank,12,12,204,1.91,1914
Karnataka,Belagavi,Coconut,Laterite,River,8,31,132,50.28,36
Karnataka,Bangalore Urban,Onion,Loamy,Canal,2,18,105,10.26,2220
Tamil Nadu,Coimbatore,Onion,Red,Borewell,6,18,117,8.56,1924
Maharashtra,Thane,Potato,Loamy,Borewell,8,29,184,14.49,1510
Maharashtra,Nagpur,Onion,Loamy,Tank,11,28,193,7.11,2130
Tamil Nadu,Salem,Maize,Red,Tank,11,31,246,2.41,1812
Maharashtra,Nagpur,Potato,Laterite,Canal,1,28,143,13.24,1735
Karnataka,Mandya,Chilli,Black,Canal,3,16,130,1.59,14753
Maharashtra,Nagpur,Maize,Black,Canal,3,21,204,3.48,2052
Tamil Nadu,Madurai,Coconut,Clay,Borewell,11,17,295,43.99,31
Maharashtra,Nagpur,Wheat,Sandy,Rain-fed,11,12,146,1.17,2434
Karnataka,Mysore,Potato,Black,River,1,19,136,20.46,2059
Maharashtra,Thane,Tomato,Laterite,Tank,2,16,105,8.78,2489
Karnataka,Mandya,Onion,Black,Canal,1,12,294,7.45,2213
Tamil Nadu,Chennai,Wheat,Red,Borewell,5,13,235,1.58,1906
Maharashtra,Thane,Maize,Sandy Loam,River,10,33,104,2.35,2227
Tamil Nadu,Madurai,Wheat,Clay,Rain-fed,9,33,190,0.77,2273
Maharashtra,Nashik,Potato,Red,Tank,12,17,223,18.09,1815
Tamil Nadu,Coimbatore,Maize,Clay,River,4,13,33,2.17,1987
Tamil Nadu,Madurai,Tomato,Laterite,Borewell,8,31,164,9.76,2358
Tamil Nadu,Chennai,Coconut,Sandy,Tank,1,17,206,36.22,25
Tamil Nadu,Coimbatore,Chilli,Clay,Tank,8,18,96,1.5,12597
Tamil Nadu,Madurai,Potato,Clay,Rain-fed,3,14,251,14.62,1881
Karnataka,Mysore,Wheat,Sandy,Borewell,8,25,75,1.01,2194
Karnataka,Mysore,Chilli,Sandy,Tank,4,26,136,1.53,18335
Tamil Nadu,Coimbatore,Potato,Laterite,Rain-fed,9,14,238,15.68,1530
Tamil Nadu,Madurai,Rice,Laterite,Borewell,11,31,190,2.05,2254
Tamil Nadu,Salem,Potato,Alluvial,Rain-fed,10,37,83,7.88,2018
Karnataka,Bangalore Urban,Maize,Sandy,Canal,3,21,68,2.93,2545
Maharashtra,Thane,Potato,Clay,River,5,19,215,17.61,1755
Karnataka,Mysore,Maize,Loamy,Rain-fed,9,34,58,1.99,2206
Tamil Nadu,Coimbatore,Wheat,Laterite,Tank,8,22,95,1.17,2081
Tamil Nadu,Chennai,Chilli,Red,Canal,3,30,145,1.87,12123
Tamil Nadu,Salem,Wheat,Sandy,River,11,12,255,1.26,2194
Maharashtra,Thane,Potato,Red,Canal,3,28,229,14.72,1796
Karnataka,Bangalore Urban,Wheat,Loamy,Tank,1,25,294,1.25,2338
Maharashtra,Thane,Rice,Sandy Loam,Tank,5,24,156,2.5,1602
Maharashtra,Nashik,Tomato,Laterite,Canal,8,18,157,11.28,2298
Karnataka,Mandya,Potato,Red,River,1,30,92,10.58,2362
Tamil Nadu,Madurai,Tomato,Clay,Rain-fed,12,14,285,7.96,2351
Karnataka,Mandya,Potato,Clay,Canal,11,35,270,10.08,2407
Tamil Nadu,Chennai,Tomato,Laterite,River,5,25,261,11.55,2453
Tamil Nadu,Salem,Maize,Sandy Loam,Rain-fed,8,29,72,2.1,2079
Tamil Nadu,Coimbatore,Onion,Sandy Loam,Tank,5,18,71,7.45,1786
Tamil Nadu,Madurai,Chilli,Red,Rain-fed,2,34,50,1.09,12013
Maharashtra,Thane,Onion,Laterite,Tank,2,32,236,5.68,1937
Karnataka,Mandya,Potato,Alluvial,Canal,10,36,90,9.35,2230
Maharashtra,Nashik,Chilli,Clay,Rain-fed,8,30,119,1.58,11733
Maharashtra,Nagpur,Rice,Loamy,Canal,6,27,147,2.92,2037
Maharashtra,Thane,Potato,Black,Canal,8,23,213,20.07,1624
Tamil Nadu,Salem,Potato,Loamy,Rain-fed,7,28,66,10.16,1505
Karnataka,Mandya,Coconut,Loamy,Tank,10,19,127,44.29,38
Maharashtra,Pune,Wheat,Clay,River,11,15,80,1.6,2056
Tamil Nadu,Salem,Coconut,Sandy,Canal,5,19,243,40.59,25
Maharashtra,Nashik,Coconut,Laterite,Rain-fed,11,29,106,59.82,28
Karnataka,Mysore,Coconut,Sandy Loam,River,10,28,139,62.43,41
Tamil Nadu,Chennai,Tomato,Sandy,Rain-fed,12,31,288,8.45,2573
Karnataka,Dharwad,Maize,Sandy Loam,River,5,28,20,2.65,2088
Maharashtra,Thane,Chilli,Laterite,Rain-fed,10,38,95,1.25,14842
Maharashtra,Nashik,Chilli,Clay,River,1,33,95,1.39,14506
Karnataka,Bangalore Urban,Coconut,Sandy,Borewell,3,25,286,51.56,30
Karnataka,Mysore,Rice,Red,Borewell,11,34,278,1.78,2945
Maharashtra,Pune,Chilli,Sandy,Canal,4,17,204,1.26,14925
Karnataka,Belagavi,Wheat,Loamy,Borewell,8,28,209,1.15,2191
Tamil Nadu,Salem,Potato,Loamy,Rain-fed,11,15,224,16.69,1937
Maharashtra,Nagpur,Chilli,Sandy Loam,Tank,3,22,215,1.71,12885
Maharashtra,Nashik,Wheat,Red,Canal,2,21,64,1.41,2141
Karnataka,Bangalore Urban,Chilli,Loamy,Rain-fed,3,34,238,1.44,15000
Maharashtra,Nagpur,Maize,Clay,Tank,7,32,99,2.64,1934
Karnataka,Belagavi,Tomato,Clay,Canal,7,24,195,14.39,2910
Karnataka,Mandya,Tomato,Alluvial,Borewell,7,30,281,11.53,2838
Tamil Nadu,Coimbatore,Maize,Black,Borewell,11,25,255,3.86,1876
Tamil Nadu,Salem,Onion,Laterite,Rain-fed,7,37,140,4.08,1870
Tamil Nadu,Coimbatore,Maize,Sandy,Canal,1,28,77,2.45,1679
Tamil Nadu,Coimbatore,Onion,Sandy,Borewell,6,18,86,7.0,2106
Maharashtra,Nashik,Onion,Red,Borewell,2,24,94,8.65,2217
Maharashtra,Nagpur,Potato,Clay,Borewell,10,21,300,16.79,2162
Maharashtra,Nashik,Rice,Sandy Loam,Rain-fed,9,17,171,1.88,1928
Tamil Nadu,Coimbatore,Chilli,Alluvial,Canal,2,24,107,1.85,13939
Tamil Nadu,Madurai,Coconut,Alluvial,Borewell,5,19,99,54.21,28
Maharashtra,Nagpur,Tomato,Sandy Loam,Canal,10,27,97,12.36,2638
Tamil Nadu,Madurai,Coconut,Black,Canal,2,18,178,47.27,30
Maharashtra,Nagpur,Rice,Alluvial,Borewell,9,12,22,1.82,2263
Karnataka,Belagavi,Potato,Alluvial,Rain-fed,5,36,47,7.48,2000
Tamil Nadu,Chennai,Wheat,Clay,Borewell,10,21,190,1.58,2226
Maharashtra,Nashik,Chilli,Sandy,River,10,32,185,1.34,15937
Karnataka,Dharwad,Coconut,Alluvial,Rain-fed,2,21,33,42.85,33
Karnataka,Dharwad,Rice,Black,River,3,25,253,2.72,2186
Karnataka,Haveri,Chilli,Loamy,River,7,18,207,1.49,13783
Karnataka,Belagavi,Potato,Alluvial,River,9,25,151,15.54,2021
Maharashtra,Nashik,Potato,Alluvial,Tank,10,12,267,16.73,2060
Maharashtra,Nagpur,Wheat,Red,Borewell,7,32,80,0.93,1703
Maharashtra,Nashik,Maize,Laterite,River,4,33,225,2.49,1903
Tamil Nadu,Salem,Potato,Sandy Loam,Tank,6,23,252,14.28,1425
Maharashtra,Thane,Potato,Clay,Borewell,7,36,150,9.21,1407
Maharashtra,Nagpur,Tomato,Black,River,2,31,166,11.14,2052
Maharashtra,Thane,Chilli,Laterite,Canal,9,29,274,1.91,14960
Maharashtra,Nagpur,Potato,Sandy,River,4,15,223,14.43,1491
Karnataka,Dharwad,Chilli,Laterite,River,6,34,141,1.28,15289
Karnataka,Belagavi,Potato,Alluvial,Rain-fed,8,37,112,8.04,2352
Maharashtra,Nashik,Potato,Clay,Canal,9,36,115,8.42,1569
Tamil Nadu,Madurai,Onion,Clay,Borewell,2,25,151,8.36,1860
Tamil Nadu,Coimbatore,Tomato,Laterite,Rain-fed,5,38,27,5.08,1919
Maharashtra,Pune,Tomato,Sandy Loam,River,3,25,97,10.57,2337
Karnataka,Dharwad,Maize,Clay,Tank,9,35,138,2.11,2290
Karnataka,Mysore,Onion,Clay,Borewell,8,25,92,7.51,2588
Tamil Nadu,Salem,Potato,Sandy,Rain-fed,5,31,109,9.23,1465
Maharashtra,Thane,Chilli,Laterite,Tank,10,21,50,1.59,15592
Maharashtra,Thane,Coconut,Alluvial,Rain-fed,1,20,114,45.85,27
Karnataka,Mandya,Tomato,Sandy,River,6,13,147,7.23,2533
Karnataka,Dharwad,Potato,Clay,Borewell,3,12,134,17.18,1825
Tamil Nadu,Coimbatore,Rice,Red,Tank,10,25,38,2.42,2474
Tamil Nadu,Chennai,Wheat,Sandy Loam,Tank,2,32,227,0.82,2003
Tamil Nadu,Madurai,Onion,Alluvial,Canal,12,23,116,9.64,2352
Karnataka,Haveri,Potato,Alluvial,Borewell,5,36,299,10.07,2063
Tamil Nadu,Madurai,Tomato,Clay,Canal,6,38,170,7.31,2336
Maharashtra,Thane,Chilli,Sandy,River,5,17,169,1.12,10531
Maharashtra,Thane,Wheat,Sandy Loam,Canal,6,15,163,1.64,2126
Karnataka,Mysore,Rice,Clay,Rain-fed,10,17,249,2.01,2405
Tamil Nadu,Coimbatore,Maize,Black,River,9,30,190,2.81,1863
Tamil Nadu,Salem,Maize,Clay,Borewell,2,32,232,2.49,1823
Karnataka,Mysore,Rice,Alluvial,Tank,11,13,236,1.83,2557
Maharashtra,Pune,Onion,Alluvial,River,4,22,185,8.35,2340
Tamil Nadu,Coimbatore,Rice,Sandy,River,4,37,104,1.3,1816
Maharashtra,Thane,Wheat,Laterite,River,8,17,296,1.6,2030
Karnataka,Bangalore Urban,Onion,Sandy,Tank,1,36,85,4.05,2166
Tamil Nadu,Salem,Rice,Sandy Loam,Canal,6,20,255,2.06,1944
Karnataka,Mandya,Rice,Clay,Canal,11,33,94,1.95,2673
Karnataka,Mandya,Maize,Red,Tank,8,22,116,3.03,2568
Tamil Nadu,Madurai,Onion,Red,Rain-fed,9,34,282,5.58,2125
Tamil Nadu,Salem,Maize,Red,River,3,35,53,2.15,1606
Tamil Nadu,Madurai,Potato,Sandy Loam,Canal,1,29,99,14.48,1942
Tamil Nadu,Coimbatore,Wheat,Sandy,Tank,2,25,264,1.0,1967
Maharashtra,Nagpur,Rice,Sandy Loam,Tank,9,15,114,1.63,1880
Maharashtra,Nashik,Rice,Red,Canal,1,19,287,2.15,2131
Karnataka,Bangalore Urban,Coconut,Alluvial,Canal,10,22,23,61.64,37
Karnataka,Bangalore Urban,Chilli,Alluvial,River,5,23,223,1.9,14465
Karnataka,Dharwad,Wheat,Red,River,3,27,137,0.94,2313
Karnataka,Dharwad,Onion,Sandy,Tank,9,13,60,5.81,2248
Maharashtra,Thane,Wheat,Red,Borewell,6,13,209,1.7,1844
Karnataka,Mandya,Tomato,Loamy,River,6,15,218,10.29,2327
Karnataka,Haveri,Coconut,Red,Rain-fed,10,13,196,30.87,41
Karnataka,Mandya,Coconut,Loamy,Canal,2,28,98,69.76,39
Maharashtra,Nagpur,Wheat,Sandy Loam,Borewell,7,22,281,1.5,2135
Maharashtra,Pune,Tomato,Alluvial,River,10,18,212,11.56,2401
Karnataka,Mandya,Rice,Laterite,Borewell,11,19,267,2.04,3023
Maharashtra,Pune,Wheat,Alluvial,Canal,1,33,20,0.85,1889
Maharashtra,Nagpur,Potato,Red,Tank,5,22,98,14.78,1495
Karnataka,Belagavi,Onion,Sandy Loam,Canal,5,20,207,9.61,2007
Karnataka,Dharwad,Coconut,Black,Borewell,5,18,63,48.45,30
Karnataka,Mysore,Rice,Black,River,12,32,184,2.19,2815
Maharashtra,Nagpur,Potato,Alluvial,Canal,12,38,205,8.85,1815
Karnataka,Bangalore Urban,Chilli,Laterite,Canal,2,15,128,1.32,17813
Maharashtra,Pune,Onion,Sandy Loam,Borewell,2,24,290,7.93,2053
Maharashtra,Nagpur,Wheat,Laterite,Canal,6,25,171,1.3,1867
Maharashtra,Nagpur,Tomato,Alluvial,River,5,33,179,10.46,2169
Maharashtra,Thane,Chilli,Red,Borewell,6,17,134,1.45,12560
Karnataka,Mysore,Tomato,Sandy,Tank,8,34,39,7.14,2918
Karnataka,Bangalore Urban,Maize,Black,Tank,6,12,124,2.32,1835
Karnataka,Mandya,Wheat,Laterite,Canal,5,20,175,1.58,2632
Tamil Nadu,Madurai,Maize,Clay,River,4,28,243,2.96,1816
Tamil Nadu,Chennai,Rice,Loamy,Rain-fed,11,37,157,1.71,2454
Karnataka,Dharwad,Tomato,Sandy Loam,Borewell,3,28,248,12.45,2476
Maharashtra,Nagpur,Maize,Black,Tank,7,27,221,3.37,1609
Tamil Nadu,Madurai,Potato,Sandy,Rain-fed,2,38,115,6.48,1686
Maharashtra,Pune,Rice,Clay,Canal,2,31,146,1.98,1885
Maharashtra,Pune,Wheat,Sandy Loam,Tank,4,29,117,0.91,1833
Maharashtra,Thane,Maize,Laterite,Borewell,5,22,274,3.21,1506
Karnataka,Belagavi,Potato,Clay,Tank,8,19,183,17.87,1904
Tamil Nadu,Madurai,Tomato,Black,Canal,4,27,208,13.8,2693
Maharashtra,Nagpur,Onion,Laterite,Tank,8,24,108,6.99,2250
Maharashtra,Nashik,Onion,Clay,Tank,11,38,67,3.84,2687
Maharashtra,Nashik,Rice,Sandy,Tank,12,33,50,1.62,1926
Karnataka,Dharwad,Onion,Laterite,Canal,9,27,256,7.67,2524
Tamil Nadu,Madurai,Chilli,Black,River,9,32,212,1.75,14258
Tamil Nadu,Salem,Onion,Clay,Canal,1,17,68,8.2,2053
Maharashtra,Nagpur,Rice,Loamy,River,4,17,175,2.02,1829
Maharashtra,Nashik,Chilli,Red,Rain-fed,3,16,188,1.19,13332
Karnataka,Bangalore Urban,Coconut,Red,River,8,27,226,61.3,29
Maharashtra,Nagpur,Maize,Red,River,12,29,291,2.82,1773
Tamil Nadu,Coimbatore,Onion,Red,River,12,29,112,6.73,2542
Karnataka,Dharwad,Tomato,Clay,Borewell,9,28,300,12.53,2504
Karnataka,Belagavi,Tomato,Loamy,Rain-fed,12,13,169,8.79,2876
Tamil Nadu,Madurai,Potato,Clay,Canal,6,18,59,20.74,1352
Tamil Nadu,Coimbatore,Wheat,Alluvial,Tank,5,25,144,1.22,1918
Tamil Nadu,Salem,Potato,Laterite,Borewell,10,28,239,14.61,2196
Tamil Nadu,Coimbatore,Potato,Black,River,3,23,299,16.17,1882
Tamil Nadu,Salem,Tomato,Loamy,Canal,9,18,160,11.38,2367
Maharashtra,Nagpur,Rice,Clay,River,10,12,203,1.39,2338
Maharashtra,Thane,Rice,Red,River,3,22,279,1.99,1846
Tamil Nadu,Salem,Coconut,Sandy,Rain-fed,11,15,139,28.48,27
Karnataka,Haveri,Chilli,Loamy,River,5,16,77,1.51,13516
Karnataka,Mandya,Wheat,Laterite,Canal,9,13,295,1.7,2431
Tamil Nadu,Salem,Maize,Alluvial,Canal,4,25,147,3.53,2015
Karnataka,Mandya,Tomato,Black,Tank,4,21,181,12.93,3086
Karnataka,Mysore,Chilli,Red,Tank,1,37,202,1.14,13820
Tamil Nadu,Salem,Chilli,Sandy,Canal,4,36,165,1.28,13414
Tamil Nadu,Salem,Tomato,Laterite,Rain-fed,4,35,107,8.38,2159
Karnataka,Dharwad,Rice,Sandy Loam,Borewell,3,22,164,2.4,2420
Tamil Nadu,Madurai,Maize,Loamy,Rain-fed,6,35,225,2.3,1713
Tamil Nadu,Coimbatore,Rice,Laterite,Canal,12,34,153,1.87,2139
Tamil Nadu,Salem,Maize,Clay,Tank,6,33,26,2.53,1461
Tamil Nadu,Coimbatore,Onion,Red,Borewell,9,19,271,8.53,1829
Tamil Nadu,Coimbatore,Maize,Black,Tank,8,37,83,2.17,1967
Maharashtra,Nashik,Coconut,Clay,Canal,3,12,125,35.12,25
Maharashtra,Nashik,Maize,Laterite,Borewell,9,25,113,3.23,1891
Karnataka,Haveri,Onion,Loamy,Borewell,4,19,179,9.1,2629
Maharashtra,Thane,Potato,Black,Tank,8,14,244,17.44,1871
Karnataka,Dharwad,Maize,Clay,Borewell,9,32,236,2.92,2311
Tamil Nadu,Coimbatore,Potato,Alluvial,Canal,12,17,125,21.11,1880
Maharashtra,Pune,Rice,Alluvial,Borewell,10,35,251,2.16,2270
Tamil Nadu,Salem,Coconut,Clay,Tank,2,13,40,30.85,28
Maharashtra,Pune,Chilli,Alluvial,River,6,26,226,1.82,11064
Maharashtra,Nagpur,Tomato,Red,River,11,12,200,7.89,2780
Karnataka,Dharwad,Maize,Red,River,4,26,195,3.29,2290
Karnataka,Bangalore Urban,Tomato,Red,River,1,37,128,7.05,2509
Karnataka,Mandya,Maize,Sandy,Tank,10,26,286,2.64,2329
Maharashtra,Thane,Rice,Sandy,River,6,17,221,1.43,1674
Maharashtra,Nagpur,Wheat,Clay,Canal,10,36,60,0.71,2332
Maharashtra,Pune,Maize,Clay,Rain-fed,11,32,125,2.45,1911
Karnataka,Belagavi,Chilli,Sandy,Rain-fed,6,25,206,1.5,15268
Karnataka,Haveri,Tomato,Black,River,8,26,235,12.94,3272
Karnataka,Mysore,Potato,Loamy,River,12,16,130,20.16,2552
